Date of data,Trading partner code,Trading partner,Locations of importers and exporters code,Locations of importers and exporters,US dollar,
202505,301,Belgium,45,Guangxi Zhuang Autonomous Region,"309,924",
202505,301,Belgium,46,Hainan Province,"3,788,656",
202505,301,Belgium,50,Chongqing,"1,334,569",
202505,301,Belgium,51,Sichuan Province,"17,715,028",
202505,301,Belgium,52,Guizhou Province,846,
202505,301,Belgium,53,Yunnan Province,"247,591",
202505,301,Belgium,54,Tibet Autonomous Region,"2,173",
202505,301,Belgium,61,Shaanxi Province,"20,799,173",
202505,301,Belgium,64,Ningxia Hui Autonomous Region,"71,816",
202505,301,Belgium,65,Xinjiang Uygur Autonomous Region,"2,494",
202505,302,Denmark,11,Beijing,"31,157,792",
202505,302,Denmark,12,Tianjin,"431,871,433",
202505,302,Denmark,13,Hebei Province,"4,095,026",
202505,302,Denmark,15,Inner Mongolia Autonomous Region,"9,997",
202505,302,Denmark,21,Liaoning Province,"4,250,995",
202505,302,Denmark,22,Jilin Province,"413,957",
202505,302,Denmark,23,Heilongjiang Province,"94,425",
202505,302,Denmark,31,Shanghai Province,"89,523,507",
202505,302,Denmark,32,Jiangsu Province,"34,675,432",
202505,302,Denmark,33,Zhejiang Province,"16,312,578",
202505,302,Denmark,34,Anhui Province,"316,161",
202505,302,Denmark,35,Fujian Province,"7,199,887",
202505,302,Denmark,36,Jiangxi Province,"25,770",
202505,302,Denmark,37,Shandong Province,"16,991,559",
202505,302,Denmark,41,Henan Province,"4,385,535",
202505,302,Denmark,42,Hubei Province,"5,037,364",
202505,302,Denmark,43,Hunan Province,"1,219,884",
202505,302,Denmark,44,Guangdong Province,"35,856,423",
202505,302,Denmark,45,Guangxi Zhuang Autonomous Region,"349,574",
202505,302,Denmark,46,Hainan Province,"117,947",
202505,302,Denmark,50,Chongqing,"5,391,624",
202505,302,Denmark,51,Sichuan Province,"3,733,744",
202505,302,Denmark,52,Guizhou Province,"62,300",
202505,302,Denmark,53,Yunnan Province,"37,368",
202505,302,Denmark,61,Shaanxi Province,"1,166,550",
202505,302,Denmark,62,Gansu Province,"7,478",
202505,302,Denmark,64,Ningxia Hui Autonomous Region,"5,867",
202505,302,Denmark,65,Xinjiang Uygur Autonomous Region,118,
202505,303,United Kingdom,11,Beijing,"313,688,755",
202505,303,United Kingdom,12,Tianjin,"68,239,715",
202505,303,United Kingdom,13,Hebei Province,"6,337,019",
202505,303,United Kingdom,14,Shanxi Province,"1,073,540",
202505,303,United Kingdom,15,Inner Mongolia Autonomous Region,"6,407,148",
202505,303,United Kingdom,21,Liaoning Province,"14,970,489",
202505,303,United Kingdom,22,Jilin Province,"1,156,424",
202505,303,United Kingdom,23,Heilongjiang Province,"6,136,340",
202505,303,United Kingdom,31,Shanghai Province,"454,631,943",
202505,303,United Kingdom,32,Jiangsu Province,"126,611,776",
202505,303,United Kingdom,33,Zhejiang Province,"148,521,858",
202505,303,United Kingdom,34,Anhui Province,"24,934,520",
202505,303,United Kingdom,35,Fujian Province,"24,292,599",
202505,303,United Kingdom,36,Jiangxi Province,"2,476,555",
202505,303,United Kingdom,37,Shandong Province,"43,659,520",
202505,303,United Kingdom,41,Henan Province,"9,792,127",
202505,303,United Kingdom,42,Hubei Province,"15,892,980",
202505,303,United Kingdom,43,Hunan Province,"2,872,582",
202505,303,United Kingdom,44,Guangdong Province,"166,390,736",
202505,303,United Kingdom,45,Guangxi Zhuang Autonomous Region,"450,343",
202505,303,United Kingdom,46,Hainan Province,"58,681,803",
202505,303,United Kingdom,50,Chongqing,"5,620,903",
202505,303,United Kingdom,51,Sichuan Province,"16,425,116",
202505,303,United Kingdom,52,Guizhou Province,"1,243,588",
202505,303,United Kingdom,53,Yunnan Province,"1,535,691",
202505,303,United Kingdom,54,Tibet Autonomous Region,"11,107",
202505,303,United Kingdom,61,Shaanxi Province,"7,610,830",
202505,303,United Kingdom,62,Gansu Province,"625,275",
202505,303,United Kingdom,64,Ningxia Hui Autonomous Region,"67,423",
202505,303,United Kingdom,65,Xinjiang Uygur Autonomous Region,"693,765",
202505,304,Germany,11,Beijing,"1,515,922,436",
202505,304,Germany,12,Tianjin,"399,796,049",
202505,304,Germany,13,Hebei Province,"31,707,770",
202505,304,Germany,14,Shanxi Province,"17,108,805",
202505,304,Germany,15,Inner Mongolia Autonomous Region,"5,494,228",
202505,304,Germany,21,Liaoning Province,"450,976,683",
202505,304,Germany,22,Jilin Province,"258,863,630",
202505,304,Germany,23,Heilongjiang Province,"9,998,752",
202505,304,Germany,31,Shanghai Province,"2,044,449,037",
202505,304,Germany,32,Jiangsu Province,"1,203,057,131",
202505,304,Germany,33,Zhejiang Province,"424,422,539",
202505,304,Germany,34,Anhui Province,"93,308,543",
202505,304,Germany,35,Fujian Province,"90,240,799",
202505,304,Germany,36,Jiangxi Province,"14,589,258",
202505,304,Germany,37,Shandong Province,"229,243,983",
202505,304,Germany,41,Henan Province,"41,505,270",
202505,304,Germany,42,Hubei Province,"63,324,152",
202505,304,Germany,43,Hunan Province,"78,910,297",
202505,304,Germany,44,Guangdong Province,"915,039,748",
202505,304,Germany,45,Guangxi Zhuang Autonomous Region,"31,616,709",
202505,304,Germany,46,Hainan Province,"27,353,190",
202505,304,Germany,50,Chongqing,"90,165,264",
202505,304,Germany,51,Sichuan Province,"76,469,327",
202505,304,Germany,52,Guizhou Province,"2,857,360",
202505,304,Germany,53,Yunnan Province,"6,670,686",
202505,304,Germany,54,Tibet Autonomous Region,"35,216",
202505,304,Germany,61,Shaanxi Province,"76,510,579",
202505,304,Germany,62,Gansu Province,"2,945,548",
202505,304,Germany,63,Qinghai Province,"2,083",
202505,304,Germany,64,Ningxia Hui Autonomous Region,"15,570,614",
202505,304,Germany,65,Xinjiang Uygur Autonomous Region,"1,073,415",
202505,305,France,11,Beijing,"148,003,451",
202505,305,France,12,Tianjin,"330,657,529",
202505,305,France,13,Hebei Province,"11,056,995",
202505,305,France,14,Shanxi Province,"815,934",
202505,305,France,15,Inner Mongolia Autonomous Region,"1,522,293",
202505,305,France,21,Liaoning Province,"53,156,036",
202505,305,France,22,Jilin Province,"33,799,072",
202505,305,France,23,Heilongjiang Province,"24,992,863",
202505,305,France,31,Shanghai Province,"1,007,600,240",
202505,305,France,32,Jiangsu Province,"238,638,792",
202505,305,France,33,Zhejiang Province,"236,081,223",
202505,305,France,34,Anhui Province,"12,564,212",
202505,305,France,35,Fujian Province,"62,583,953",
202505,305,France,36,Jiangxi Province,"5,339,414",
202505,305,France,37,Shandong Province,"66,816,141",
202505,305,France,41,Henan Province,"22,098,356",
202505,305,France,42,Hubei Province,"47,957,127",
202505,305,France,43,Hunan Province,"4,176,969",
202505,305,France,44,Guangdong Province,"319,473,292",
202505,305,France,45,Guangxi Zhuang Autonomous Region,"1,423,504",
202505,305,France,46,Hainan Province,"49,673,898",
202505,305,France,50,Chongqing,"25,097,717",
202505,305,France,51,Sichuan Province,"52,186,967",
202505,305,France,52,Guizhou Province,"1,290,221",
202505,305,France,53,Yunnan Province,"2,433,384",
202505,305,France,54,Tibet Autonomous Region,"655,648",
202505,305,France,61,Shaanxi Province,"34,419,429",
202505,305,France,62,Gansu Province,"313,182",
202505,305,France,63,Qinghai Province,"518,724",
202505,305,France,64,Ningxia Hui Autonomous Region,"185,190",
202505,305,France,65,Xinjiang Uygur Autonomous Region,"3,849,279",
202505,306,Ireland,11,Beijing,"153,878,075",
202505,306,Ireland,12,Tianjin,"13,978,906",
202505,306,Ireland,13,Hebei Province,"2,474,101",
202505,306,Ireland,14,Shanxi Province,"91,651",
202505,306,Ireland,15,Inner Mongolia Autonomous Region,"1,822,235",
202505,306,Ireland,21,Liaoning Province,"69,694,517",
202505,306,Ireland,22,Jilin Province,"289,120",
202505,306,Ireland,31,Shanghai Province,"242,496,789",
202505,306,Ireland,32,Jiangsu Province,"108,545,403",
202505,306,Ireland,33,Zhejiang Province,"16,468,496",
202505,306,Ireland,34,Anhui Province,"20,899,300",
202505,306,Ireland,35,Fujian Province,"7,888,220",
202505,306,Ireland,36,Jiangxi Province,"986,022",
202505,306,Ireland,37,Shandong Province,"10,366,644",
202505,306,Ireland,41,Henan Province,"1,913,719",
202505,306,Ireland,42,Hubei Province,"8,170,039",
202505,306,Ireland,43,Hunan Province,"2,501,721",
202505,306,Ireland,44,Guangdong Province,"154,905,395",
202505,306,Ireland,45,Guangxi Zhuang Autonomous Region,"396,245",
202505,306,Ireland,46,Hainan Province,"128,357",
202505,306,Ireland,50,Chongqing,"70,600,921",
202505,306,Ireland,51,Sichuan Province,"620,598,745",
202505,306,Ireland,53,Yunnan Province,"3,890",
202505,306,Ireland,61,Shaanxi Province,"7,531,570",
202505,306,Ireland,62,Gansu Province,"354,063",
202505,306,Ireland,65,Xinjiang Uygur Autonomous Region,"72,913",
202505,307,Italy,11,Beijing,"248,239,218",
202505,307,Italy,12,Tianjin,"65,264,179",
202505,307,Italy,13,Hebei Province,"12,373,651",
202505,307,Italy,14,Shanxi Province,"8,791,292",
202505,307,Italy,15,Inner Mongolia Autonomous Region,"1,643,134",
202505,307,Italy,21,Liaoning Province,"19,946,978",
202505,307,Italy,22,Jilin Province,"11,012,163",
202505,307,Italy,23,Heilongjiang Province,"5,464,183",
202505,307,Italy,31,Shanghai Province,"858,192,555",
202505,307,Italy,32,Jiangsu Province,"181,115,449",
202505,307,Italy,33,Zhejiang Province,"176,825,408",
202505,307,Italy,34,Anhui Province,"10,121,429",
202505,307,Italy,35,Fujian Province,"42,942,707",
202505,307,Italy,36,Jiangxi Province,"2,047,351",
202505,307,Italy,37,Shandong Province,"141,755,975",
202505,307,Italy,41,Henan Province,"13,200,056",
202505,307,Italy,42,Hubei Province,"10,476,522",
202505,307,Italy,43,Hunan Province,"6,915,531",
202505,307,Italy,44,Guangdong Province,"210,343,091",
202505,307,Italy,45,Guangxi Zhuang Autonomous Region,"1,440,209",
202505,307,Italy,46,Hainan Province,"38,251,649",
202505,307,Italy,50,Chongqing,"9,276,921",
202505,307,Italy,51,Sichuan Province,"31,729,175",
202505,307,Italy,52,Guizhou Province,"289,471",
202505,307,Italy,53,Yunnan Province,"1,364,573",
202505,307,Italy,54,Tibet Autonomous Region,"4,935",
202505,307,Italy,61,Shaanxi Province,"13,570,917",
202505,307,Italy,62,Gansu Province,"750,620",
202505,307,Italy,64,Ningxia Hui Autonomous Region,"9,962",
202505,307,Italy,65,Xinjiang Uygur Autonomous Region,"298,899",
202505,308,Luxembourg,11,Beijing,"460,667",
202505,308,Luxembourg,12,Tianjin,"273,977",
202505,308,Luxembourg,13,Hebei Province,"1,029,614",
202505,308,Luxembourg,15,Inner Mongolia Autonomous Region,"100,168",
202505,308,Luxembourg,21,Liaoning Province,"567,871",
202505,308,Luxembourg,22,Jilin Province,"106,524",
202505,308,Luxembourg,31,Shanghai Province,"8,718,258",
202505,308,Luxembourg,32,Jiangsu Province,"7,766,846",
202505,308,Luxembourg,33,Zhejiang Province,"1,747,564",
202505,308,Luxembourg,34,Anhui Province,"57,940",
202505,308,Luxembourg,35,Fujian Province,"805,286",
202505,308,Luxembourg,36,Jiangxi Province,"6,709",
202505,308,Luxembourg,37,Shandong Province,"86,888",
202505,308,Luxembourg,42,Hubei Province,"21,886",
202505,308,Luxembourg,43,Hunan Province,"86,916",
202505,308,Luxembourg,44,Guangdong Province,"8,390,636",
202505,308,Luxembourg,50,Chongqing,"45,698",
202505,308,Luxembourg,51,Sichuan Province,"7,523",
202505,308,Luxembourg,61,Shaanxi Province,"432,555",
202505,309,Netherlands,11,Beijing,"61,358,651",
202505,309,Netherlands,12,Tianjin,"14,286,400",
202505,309,Netherlands,13,Hebei Province,"13,956,651",
202505,309,Netherlands,14,Shanxi Province,"38,429",
202505,309,Netherlands,15,Inner Mongolia Autonomous Region,"2,649,997",
202505,309,Netherlands,21,Liaoning Province,"10,125,062",
202505,309,Netherlands,22,Jilin Province,"1,473,177",
202505,309,Netherlands,23,Heilongjiang Province,"681,801",
202505,309,Netherlands,31,Shanghai Province,"251,673,828",
202505,309,Netherlands,32,Jiangsu Province,"173,674,929",
202505,309,Netherlands,33,Zhejiang Province,"117,158,277",
202505,309,Netherlands,34,Anhui Province,"53,840,639",
202505,309,Netherlands,35,Fujian Province,"14,380,672",
202505,309,Netherlands,36,Jiangxi Province,"1,539,135",
202505,309,Netherlands,37,Shandong Province,"40,478,139",
202505,309,Netherlands,41,Henan Province,"29,700,824",
202505,309,Netherlands,42,Hubei Province,"7,049,754",
202505,309,Netherlands,43,Hunan Province,"26,691,266",
202505,309,Netherlands,44,Guangdong Province,"268,885,070",
202505,309,Netherlands,45,Guangxi Zhuang Autonomous Region,"239,418",
202505,309,Netherlands,46,Hainan Province,"920,812",
202505,309,Netherlands,50,Chongqing,"12,073,278",
202505,309,Netherlands,51,Sichuan Province,"18,178,219",
202505,309,Netherlands,52,Guizhou Province,"525,318",
202505,309,Netherlands,53,Yunnan Province,"10,321,800",
202505,309,Netherlands,61,Shaanxi Province,"11,628,758",
202505,309,Netherlands,62,Gansu Province,"3,066",
202505,309,Netherlands,65,Xinjiang Uygur Autonomous Region,676,
202505,310,Greece,11,Beijing,"851,388",
202505,310,Greece,12,Tianjin,"196,900",
202505,310,Greece,13,Hebei Province,"255,937",
202505,310,Greece,14,Shanxi Province,421,
202505,310,Greece,21,Liaoning Province,"67,731",
202505,310,Greece,22,Jilin Province,544,
202505,310,Greece,23,Heilongjiang Province,"82,482",
202505,310,Greece,31,Shanghai Province,"12,354,799",
202505,310,Greece,32,Jiangsu Province,"413,905",
202505,310,Greece,33,Zhejiang Province,"3,565,631",
202505,310,Greece,34,Anhui Province,"322,445",
202505,310,Greece,35,Fujian Province,"10,529,860",
202505,310,Greece,37,Shandong Province,"4,070,397",
202505,310,Greece,41,Henan Province,56,
202505,310,Greece,42,Hubei Province,"3,844",
202505,310,Greece,43,Hunan Province,"4,007,832",
202505,310,Greece,44,Guangdong Province,"16,314,371",
202505,310,Greece,45,Guangxi Zhuang Autonomous Region,"79,592",
202505,310,Greece,46,Hainan Province,483,
202505,310,Greece,51,Sichuan Province,"13,677",
202505,310,Greece,61,Shaanxi Province,3,
202505,311,Portugal,11,Beijing,"18,776,517",
202505,311,Portugal,12,Tianjin,"2,326,757",
202505,311,Portugal,13,Hebei Province,"5,212,849",
202505,311,Portugal,14,Shanxi Province,349,
202505,311,Portugal,15,Inner Mongolia Autonomous Region,"2,313",
202505,311,Portugal,21,Liaoning Province,"13,260,487",
202505,311,Portugal,22,Jilin Province,"118,277,140",
202505,311,Portugal,23,Heilongjiang Province,"291,045",
202505,311,Portugal,31,Shanghai Province,"41,698,898",
202505,311,Portugal,32,Jiangsu Province,"15,584,927",
202505,311,Portugal,33,Zhejiang Province,"22,598,429",
202505,311,Portugal,34,Anhui Province,"2,104,897",
202505,311,Portugal,35,Fujian Province,"6,168,263",
202505,311,Portugal,36,Jiangxi Province,"146,167",
202505,311,Portugal,37,Shandong Province,"3,093,776",
202505,311,Portugal,41,Henan Province,"1,252,602",
202505,311,Portugal,42,Hubei Province,"267,682",
202505,311,Portugal,43,Hunan Province,"179,016",
202505,311,Portugal,44,Guangdong Province,"16,601,732",
202505,311,Portugal,45,Guangxi Zhuang Autonomous Region,"9,939",
202505,311,Portugal,46,Hainan Province,"1,658,990",
202505,311,Portugal,50,Chongqing,"708,808",
202505,311,Portugal,51,Sichuan Province,"917,594",
202505,311,Portugal,53,Yunnan Province,"1,752",
202505,311,Portugal,61,Shaanxi Province,"321,660",
202505,311,Portugal,65,Xinjiang Uygur Autonomous Region,"5,263",
202505,312,Spain,11,Beijing,"75,342,937",
202505,312,Spain,12,Tianjin,"50,769,729",
202505,312,Spain,13,Hebei Province,"8,273,312",
202505,312,Spain,14,Shanxi Province,"3,181,705",
202505,312,Spain,15,Inner Mongolia Autonomous Region,"265,318",
202505,312,Spain,21,Liaoning Province,"29,818,494",
202505,312,Spain,22,Jilin Province,"10,927,496",
202505,312,Spain,23,Heilongjiang Province,"4,217,831",
202505,312,Spain,31,Shanghai Province,"205,433,647",
202505,312,Spain,32,Jiangsu Province,"78,337,130",
202505,312,Spain,33,Zhejiang Province,"104,321,763",
202505,312,Spain,34,Anhui Province,"8,808,651",
202505,312,Spain,35,Fujian Province,"23,641,844",
202505,312,Spain,36,Jiangxi Province,"10,398,817",
202505,312,Spain,37,Shandong Province,"47,928,747",
202505,312,Spain,41,Henan Province,"10,044,754",
202505,312,Spain,42,Hubei Province,"3,015,732",
202505,312,Spain,43,Hunan Province,"5,163,019",
202505,312,Spain,44,Guangdong Province,"115,790,995",
202505,312,Spain,45,Guangxi Zhuang Autonomous Region,"23,668,872",
202505,312,Spain,46,Hainan Province,"3,312,253",
202505,312,Spain,50,Chongqing,"6,369,609",
202505,312,Spain,51,Sichuan Province,"5,605,308",
202505,312,Spain,52,Guizhou Province,"185,935",
202505,312,Spain,53,Yunnan Province,"422,842",
202505,312,Spain,61,Shaanxi Province,"11,789,604",
202505,312,Spain,62,Gansu Province,"65,823",
202505,312,Spain,63,Qinghai Province,"34,774",
202505,313,Albania,11,Beijing,"15,602",
202505,313,Albania,12,Tianjin,845,
202505,313,Albania,15,Inner Mongolia Autonomous Region,"517,464",
202505,313,Albania,21,Liaoning Province,"1,868",
202505,313,Albania,31,Shanghai Province,"972,953",
202505,313,Albania,32,Jiangsu Province,"4,999",
202505,313,Albania,33,Zhejiang Province,"2,087,068",
202505,313,Albania,35,Fujian Province,"1,084,400",
202505,313,Albania,37,Shandong Province,"5,413,529",
202505,313,Albania,41,Henan Province,"7,321",
202505,313,Albania,44,Guangdong Province,"53,327",
202505,313,Albania,45,Guangxi Zhuang Autonomous Region,"4,304,954",
202505,313,Albania,46,Hainan Province,"352,310",
202505,313,Albania,50,Chongqing,"3,826",
202505,313,Albania,51,Sichuan Province,47,
202505,313,Albania,53,Yunnan Province,"2,003,756",
202505,314,Andorra,12,Tianjin,"1,703",
202505,314,Andorra,43,Hunan Province,542,
202505,314,Andorra,44,Guangdong Province,"1,125",
202505,315,Austria,11,Beijing,"165,559,706",
202505,315,Austria,12,Tianjin,"56,165,551",
202505,315,Austria,13,Hebei Province,"3,298,206",
202505,315,Austria,14,Shanxi Province,"546,832",
202505,315,Austria,15,Inner Mongolia Autonomous Region,"2,004,448",
202505,315,Austria,21,Liaoning Province,"36,899,799",
202505,315,Austria,22,Jilin Province,"4,132,536",
202505,315,Austria,23,Heilongjiang Province,"237,812",
202505,315,Austria,31,Shanghai Province,"140,344,064",
202505,315,Austria,32,Jiangsu Province,"90,321,879",
202505,315,Austria,33,Zhejiang Province,"17,349,149",
202505,315,Austria,34,Anhui Province,"23,963,783",
202505,315,Austria,35,Fujian Province,"17,289,896",
202505,315,Austria,36,Jiangxi Province,"6,970,504",
202505,315,Austria,37,Shandong Province,"30,365,472",
202505,315,Austria,41,Henan Province,"3,634,889",
202505,315,Austria,42,Hubei Province,"15,841,230",
202505,315,Austria,43,Hunan Province,"3,671,053",
202505,315,Austria,44,Guangdong Province,"90,289,466",
202505,315,Austria,45,Guangxi Zhuang Autonomous Region,"2,833,713",
202505,315,Austria,46,Hainan Province,"4,731,512",
202505,315,Austria,50,Chongqing,"6,644,357",
202505,315,Austria,51,Sichuan Province,"1,764,949",
202505,315,Austria,52,Guizhou Province,"12,500",
202505,315,Austria,53,Yunnan Province,"263,881",
202505,315,Austria,61,Shaanxi Province,"6,219,135",
202505,315,Austria,62,Gansu Province,"53,812",
202505,315,Austria,64,Ningxia Hui Autonomous Region,"218,067",
202505,316,Bulgaria,11,Beijing,"5,730,545",
202505,316,Bulgaria,12,Tianjin,"829,921",
202505,316,Bulgaria,13,Hebei Province,"80,424",
202505,316,Bulgaria,15,Inner Mongolia Autonomous Region,"232,113",
202505,316,Bulgaria,21,Liaoning Province,"2,211,504",
202505,316,Bulgaria,22,Jilin Province,"5,391,816",
202505,316,Bulgaria,23,Heilongjiang Province,"205,427",
202505,316,Bulgaria,31,Shanghai Province,"8,870,538",
202505,316,Bulgaria,32,Jiangsu Province,"4,938,720",
202505,316,Bulgaria,33,Zhejiang Province,"5,490,511",
202505,316,Bulgaria,34,Anhui Province,"247,358",
202505,316,Bulgaria,35,Fujian Province,"674,739",
202505,316,Bulgaria,36,Jiangxi Province,596,
202505,316,Bulgaria,37,Shandong Province,"66,796,113",
202505,316,Bulgaria,41,Henan Province,"54,847",
202505,316,Bulgaria,42,Hubei Province,"149,306",
202505,316,Bulgaria,43,Hunan Province,"65,991",
202505,316,Bulgaria,44,Guangdong Province,"3,602,631",
202505,316,Bulgaria,45,Guangxi Zhuang Autonomous Region,486,
202505,316,Bulgaria,46,Hainan Province,"198,199",
202505,316,Bulgaria,50,Chongqing,"37,275",
202505,316,Bulgaria,51,Sichuan Province,"412,502",
202505,316,Bulgaria,61,Shaanxi Province,815,
202505,316,Bulgaria,65,Xinjiang Uygur Autonomous Region,"108,445",
202505,318,Finland,11,Beijing,"52,878,348",
202505,318,Finland,12,Tianjin,"4,131,306",
202505,318,Finland,13,Hebei Province,"1,532,006",
202505,318,Finland,14,Shanxi Province,"5,583,385",
202505,318,Finland,21,Liaoning Province,"13,739,668",
202505,318,Finland,22,Jilin Province,"673,038",
202505,318,Finland,23,Heilongjiang Province,"2,955,630",
202505,318,Finland,31,Shanghai Province,"66,561,771",
202505,318,Finland,32,Jiangsu Province,"71,717,472",
202505,318,Finland,33,Zhejiang Province,"46,706,832",
202505,318,Finland,34,Anhui Province,"4,013,140",
202505,318,Finland,35,Fujian Province,"41,508,632",
202505,318,Finland,36,Jiangxi Province,"3,244,164",
202505,318,Finland,37,Shandong Province,"48,599,106",
202505,318,Finland,41,Henan Province,"6,105,561",
202505,318,Finland,42,Hubei Province,"2,078,731",
202505,318,Finland,43,Hunan Province,"21,828,104",
202505,318,Finland,44,Guangdong Province,"37,474,100",
202505,318,Finland,45,Guangxi Zhuang Autonomous Region,"19,820,299",
202505,318,Finland,46,Hainan Province,"3,114,050",
202505,318,Finland,50,Chongqing,"3,207,490",
202505,318,Finland,51,Sichuan Province,"7,359,954",
202505,318,Finland,61,Shaanxi Province,"646,281",
202505,318,Finland,65,Xinjiang Uygur Autonomous Region,"38,184",
202505,320,Gibraltar,31,Shanghai Province,43,
202505,321,Hungary,11,Beijing,"58,356,611",
202505,321,Hungary,12,Tianjin,"16,139,649",
202505,321,Hungary,13,Hebei Province,"256,994",
202505,321,Hungary,14,Shanxi Province,"11,000",
202505,321,Hungary,15,Inner Mongolia Autonomous Region,"17,217",
202505,321,Hungary,21,Liaoning Province,"54,435,788",
202505,321,Hungary,22,Jilin Province,"81,469,665",
202505,321,Hungary,23,Heilongjiang Province,"725,050",
202505,321,Hungary,31,Shanghai Province,"59,478,292",
202505,321,Hungary,32,Jiangsu Province,"37,249,279",
202505,321,Hungary,33,Zhejiang Province,"17,085,669",
202505,321,Hungary,34,Anhui Province,"1,280,909",
202505,321,Hungary,35,Fujian Province,"8,631,480",
202505,321,Hungary,36,Jiangxi Province,"139,138",
202505,321,Hungary,37,Shandong Province,"6,371,770",
202505,321,Hungary,41,Henan Province,"902,635",
202505,321,Hungary,42,Hubei Province,"908,900",
202505,321,Hungary,43,Hunan Province,"2,085,849",
202505,321,Hungary,44,Guangdong Province,"51,073,457",
202505,321,Hungary,45,Guangxi Zhuang Autonomous Region,"601,370",
202505,321,Hungary,46,Hainan Province,"136,492",
202505,321,Hungary,50,Chongqing,"352,509",
202505,321,Hungary,51,Sichuan Province,"4,884,614",
202505,321,Hungary,53,Yunnan Province,"27,694",
202505,321,Hungary,54,Tibet Autonomous Region,"6,396",
202505,321,Hungary,61,Shaanxi Province,"914,270",
202505,321,Hungary,65,Xinjiang Uygur Autonomous Region,"3,963",
202505,322,Iceland,11,Beijing,"306,921",
202505,322,Iceland,12,Tianjin,"19,426",
202505,322,Iceland,21,Liaoning Province,"469,101",
202505,322,Iceland,31,Shanghai Province,"2,055,798",
202505,322,Iceland,32,Jiangsu Province,"1,385",
202505,322,Iceland,33,Zhejiang Province,"108,753",
202505,322,Iceland,34,Anhui Province,"4,265",
202505,322,Iceland,35,Fujian Province,"2,041,947",
202505,322,Iceland,37,Shandong Province,"4,365,982",
202505,322,Iceland,43,Hunan Province,"22,258",
202505,322,Iceland,44,Guangdong Province,"1,000,003",
202505,323,Liechtenstein,11,Beijing,"3,023,209",
202505,323,Liechtenstein,12,Tianjin,"187,780",
202505,323,Liechtenstein,21,Liaoning Province,"140,323",
202505,323,Liechtenstein,31,Shanghai Province,"7,724,446",
202505,323,Liechtenstein,32,Jiangsu Province,"823,403",
202505,323,Liechtenstein,33,Zhejiang Province,"6,576",
202505,323,Liechtenstein,34,Anhui Province,"50,625",
202505,323,Liechtenstein,35,Fujian Province,"2,774",
202505,323,Liechtenstein,36,Jiangxi Province,"17,132",
202505,323,Liechtenstein,37,Shandong Province,"82,835",
202505,323,Liechtenstein,42,Hubei Province,"211,289",
202505,323,Liechtenstein,44,Guangdong Province,"5,615,114",
202505,323,Liechtenstein,51,Sichuan Province,"17,371",
202505,323,Liechtenstein,61,Shaanxi Province,"422,347",
202505,324,Malta,11,Beijing,"131,236",
202505,324,Malta,12,Tianjin,"2,018,350",
202505,324,Malta,15,Inner Mongolia Autonomous Region,"1,819",
202505,324,Malta,21,Liaoning Province,"1,002,612",
202505,324,Malta,22,Jilin Province,"2,609,622",
202505,324,Malta,23,Heilongjiang Province,116,
202505,324,Malta,31,Shanghai Province,"17,032,634",
202505,324,Malta,32,Jiangsu Province,"9,246,329",
202505,324,Malta,33,Zhejiang Province,"305,871",
202505,324,Malta,34,Anhui Province,"1,736,407",
202505,324,Malta,35,Fujian Province,"92,416",
202505,324,Malta,36,Jiangxi Province,"38,838",
202505,324,Malta,37,Shandong Province,"143,403",
202505,324,Malta,41,Henan Province,508,
202505,324,Malta,42,Hubei Province,"127,652",
202505,324,Malta,43,Hunan Province,"1,029,110",
202505,324,Malta,44,Guangdong Province,"25,985,033",
202505,324,Malta,50,Chongqing,"374,213",
202505,324,Malta,51,Sichuan Province,"175,157",
202505,324,Malta,61,Shaanxi Province,"29,229",
202505,325,Monaco,11,Beijing,"44,988",
202505,325,Monaco,21,Liaoning Province,"5,796",
202505,325,Monaco,31,Shanghai Province,"404,198",
202505,325,Monaco,32,Jiangsu Province,692,
202505,325,Monaco,33,Zhejiang Province,"98,387",
202505,325,Monaco,35,Fujian Province,"8,632",
202505,325,Monaco,41,Henan Province,"3,654",
202505,325,Monaco,42,Hubei Province,"11,569",
202505,325,Monaco,44,Guangdong Province,"126,265",
202505,325,Monaco,46,Hainan Province,"148,230",
202505,325,Monaco,51,Sichuan Province,"5,354",
202505,326,Norway,11,Beijing,"43,646,949",
202505,326,Norway,12,Tianjin,"3,132,950",
202505,326,Norway,13,Hebei Province,"166,096",
202505,326,Norway,15,Inner Mongolia Autonomous Region,"667,227",
202505,326,Norway,21,Liaoning Province,"7,309,987",
202505,326,Norway,22,Jilin Province,"1,198,146",
202505,326,Norway,23,Heilongjiang Province,"139,240",
202505,326,Norway,31,Shanghai Province,"105,499,058",
202505,326,Norway,32,Jiangsu Province,"30,578,024",
202505,326,Norway,33,Zhejiang Province,"24,843,270",
202505,326,Norway,34,Anhui Province,"2,171,777",
202505,326,Norway,35,Fujian Province,"4,802,285",
202505,326,Norway,37,Shandong Province,"40,907,890",
202505,326,Norway,41,Henan Province,"447,595",
202505,326,Norway,42,Hubei Province,"8,020,321",
202505,326,Norway,43,Hunan Province,"78,334",
202505,326,Norway,44,Guangdong Province,"22,433,343",
202505,326,Norway,45,Guangxi Zhuang Autonomous Region,"2,918",
202505,326,Norway,46,Hainan Province,"47,606",
202505,326,Norway,50,Chongqing,"5,760,143",
