Date of data,Trading partner code,Trading partner,Locations of importers and exporters code,Locations of importers and exporters,US dollar,
202505,353,Slovakia,36,Jiangxi Province,"124,674",
202505,353,Slovakia,37,Shandong Province,"2,836,162",
202505,353,Slovakia,41,Henan Province,"474,327",
202505,353,Slovakia,42,Hubei Province,"460,945",
202505,353,Slovakia,43,Hunan Province,"729,168",
202505,353,Slovakia,44,Guangdong Province,"38,014,026",
202505,353,Slovakia,45,Guangxi Zhuang Autonomous Region,"69,549",
202505,353,Slovakia,46,Hainan Province,"475,324",
202505,353,Slovakia,50,Chongqing,"12,300,608",
202505,353,Slovakia,51,Sichuan Province,"473,873",
202505,353,Slovakia,53,Yunnan Province,"15,590",
202505,353,Slovakia,61,Shaanxi Province,"1,345,080",
202505,353,Slovakia,64,Ningxia Hui Autonomous Region,"21,456",
202505,354,North Macedonia,11,Beijing,"241,679",
202505,354,North Macedonia,12,Tianjin,"40,843",
202505,354,North Macedonia,21,Liaoning Province,"1,553,027",
202505,354,North Macedonia,22,Jilin Province,"1,269,309",
202505,354,North Macedonia,31,Shanghai Province,"1,880,418",
202505,354,North Macedonia,32,Jiangsu Province,"539,408",
202505,354,North Macedonia,33,Zhejiang Province,"292,222",
202505,354,North Macedonia,34,Anhui Province,"25,807",
202505,354,North Macedonia,35,Fujian Province,"1,832,816",
202505,354,North Macedonia,36,Jiangxi Province,"9,811",
202505,354,North Macedonia,37,Shandong Province,"256,847",
202505,354,North Macedonia,44,Guangdong Province,"618,614",
202505,354,North Macedonia,51,Sichuan Province,"49,163",
202505,354,North Macedonia,53,Yunnan Province,256,
202505,354,North Macedonia,61,Shaanxi Province,478,
202505,355,Bosnia and Herzegovina,11,Beijing,"80,535",
202505,355,Bosnia and Herzegovina,12,Tianjin,"183,558",
202505,355,Bosnia and Herzegovina,13,Hebei Province,"9,524",
202505,355,Bosnia and Herzegovina,21,Liaoning Province,"1,752,076",
202505,355,Bosnia and Herzegovina,22,Jilin Province,"4,911",
202505,355,Bosnia and Herzegovina,23,Heilongjiang Province,"100,865",
202505,355,Bosnia and Herzegovina,31,Shanghai Province,"1,636,819",
202505,355,Bosnia and Herzegovina,32,Jiangsu Province,"708,564",
202505,355,Bosnia and Herzegovina,33,Zhejiang Province,"948,494",
202505,355,Bosnia and Herzegovina,35,Fujian Province,"257,380",
202505,355,Bosnia and Herzegovina,37,Shandong Province,"6,998",
202505,355,Bosnia and Herzegovina,42,Hubei Province,"5,062",
202505,355,Bosnia and Herzegovina,44,Guangdong Province,"935,625",
202505,355,Bosnia and Herzegovina,45,Guangxi Zhuang Autonomous Region,353,
202505,355,Bosnia and Herzegovina,46,Hainan Province,"95,784",
202505,355,Bosnia and Herzegovina,50,Chongqing,"2,369",
202505,355,Bosnia and Herzegovina,51,Sichuan Province,"88,317",
202505,355,Bosnia and Herzegovina,61,Shaanxi Province,"4,968",
202505,356,Holy See,31,Shanghai Province,23,
202505,357,Faroe Islands,11,Beijing,"461,132",
202505,357,Faroe Islands,12,Tianjin,"17,455",
202505,357,Faroe Islands,21,Liaoning Province,"144,414",
202505,357,Faroe Islands,31,Shanghai Province,"2,549,143",
202505,357,Faroe Islands,37,Shandong Province,"3,341,013",
202505,357,Faroe Islands,44,Guangdong Province,"740,661",
202505,357,Faroe Islands,51,Sichuan Province,"4,463,430",
202505,358,Serbia,11,Beijing,"80,891,312",
202505,358,Serbia,12,Tianjin,"131,435",
202505,358,Serbia,13,Hebei Province,"57,369",
202505,358,Serbia,15,Inner Mongolia Autonomous Region,"44,036",
202505,358,Serbia,21,Liaoning Province,"5,440,507",
202505,358,Serbia,22,Jilin Province,"1,806,560",
202505,358,Serbia,23,Heilongjiang Province,"27,504",
202505,358,Serbia,31,Shanghai Province,"2,603,443",
202505,358,Serbia,32,Jiangsu Province,"2,203,310",
202505,358,Serbia,33,Zhejiang Province,"37,178,491",
202505,358,Serbia,34,Anhui Province,"110,413",
202505,358,Serbia,35,Fujian Province,"28,478",
202505,358,Serbia,36,Jiangxi Province,"1,067",
202505,358,Serbia,37,Shandong Province,"713,852",
202505,358,Serbia,41,Henan Province,"1,212",
202505,358,Serbia,42,Hubei Province,"106,429",
202505,358,Serbia,43,Hunan Province,"12,370,628",
202505,358,Serbia,44,Guangdong Province,"3,595,619",
202505,358,Serbia,45,Guangxi Zhuang Autonomous Region,"43,215,654",
202505,358,Serbia,46,Hainan Province,"2,260",
202505,358,Serbia,50,Chongqing,"38,036",
202505,358,Serbia,51,Sichuan Province,"16,450",
202505,358,Serbia,61,Shaanxi Province,"55,483",
202505,358,Serbia,62,Gansu Province,196,
202505,358,Serbia,65,Xinjiang Uygur Autonomous Region,"382,827",
202505,359,Montenegro,11,Beijing,463,
202505,359,Montenegro,31,Shanghai Province,"86,289",
202505,359,Montenegro,32,Jiangsu Province,"3,410",
202505,359,Montenegro,33,Zhejiang Province,"145,578",
202505,359,Montenegro,36,Jiangxi Province,5,
202505,359,Montenegro,37,Shandong Province,"32,675",
202505,359,Montenegro,44,Guangdong Province,310,
202505,359,Montenegro,53,Yunnan Province,"491,418",
202505,359,Montenegro,65,Xinjiang Uygur Autonomous Region,"5,621,156",
202505,362,Isle of Man,31,Shanghai Province,"4,696",
202505,399,Other European Territories,32,Jiangsu Province,"137,057",
202505,399,Other European Territories,33,Zhejiang Province,93,
202505,399,Other European Territories,44,Guangdong Province,170,
202505,401,Antigua & Barbuda,11,Beijing,25,
202505,401,Antigua & Barbuda,31,Shanghai Province,"1,726",
202505,401,Antigua & Barbuda,34,Anhui Province,68,
202505,401,Antigua & Barbuda,44,Guangdong Province,588,
202505,402,Argentina,11,Beijing,"21,906,892",
202505,402,Argentina,12,Tianjin,"14,313,768",
202505,402,Argentina,13,Hebei Province,"2,668,774",
202505,402,Argentina,15,Inner Mongolia Autonomous Region,"53,676",
202505,402,Argentina,21,Liaoning Province,"2,127,153",
202505,402,Argentina,23,Heilongjiang Province,"123,930",
202505,402,Argentina,31,Shanghai Province,"23,422,717",
202505,402,Argentina,32,Jiangsu Province,"33,812,173",
202505,402,Argentina,33,Zhejiang Province,"22,443,338",
202505,402,Argentina,34,Anhui Province,"2,045,247",
202505,402,Argentina,35,Fujian Province,"39,392,001",
202505,402,Argentina,36,Jiangxi Province,"41,501,370",
202505,402,Argentina,37,Shandong Province,"71,321,196",
202505,402,Argentina,41,Henan Province,"8,056,514",
202505,402,Argentina,42,Hubei Province,"7,136,589",
202505,402,Argentina,43,Hunan Province,"16,369,295",
202505,402,Argentina,44,Guangdong Province,"37,478,551",
202505,402,Argentina,45,Guangxi Zhuang Autonomous Region,"158,373",
202505,402,Argentina,46,Hainan Province,"411,092",
202505,402,Argentina,50,Chongqing,"4,370,177",
202505,402,Argentina,51,Sichuan Province,"1,465,466",
202505,402,Argentina,52,Guizhou Province,"1,676,071",
202505,402,Argentina,53,Yunnan Province,"6,480,177",
202505,402,Argentina,61,Shaanxi Province,"25,833",
202505,402,Argentina,62,Gansu Province,"290,822",
202505,402,Argentina,63,Qinghai Province,"197,381",
202505,403,Aruba,31,Shanghai Province,12,
202505,403,Aruba,44,Guangdong Province,55,
202505,404,Bahamas,31,Shanghai Province,108,
202505,404,Bahamas,35,Fujian Province,"13,360",
202505,404,Bahamas,37,Shandong Province,214,
202505,404,Bahamas,44,Guangdong Province,169,
202505,405,Barbados,31,Shanghai Province,"1,019",
202505,405,Barbados,33,Zhejiang Province,"8,656",
202505,405,Barbados,44,Guangdong Province,"1,359,440",
202505,406,Belize,31,Shanghai Province,"4,460",
202505,406,Belize,44,Guangdong Province,"15,908",
202505,408,Bolivia,11,Beijing,"2,683,805",
202505,408,Bolivia,12,Tianjin,"1,324,663",
202505,408,Bolivia,13,Hebei Province,"1,386,472",
202505,408,Bolivia,15,Inner Mongolia Autonomous Region,"1,176,335",
202505,408,Bolivia,31,Shanghai Province,"5,034,532",
202505,408,Bolivia,32,Jiangsu Province,"14,724,902",
202505,408,Bolivia,33,Zhejiang Province,"4,978,021",
202505,408,Bolivia,34,Anhui Province,"13,376,136",
202505,408,Bolivia,35,Fujian Province,"2,590,092",
202505,408,Bolivia,36,Jiangxi Province,"30,569,931",
202505,408,Bolivia,37,Shandong Province,"2,580,178",
202505,408,Bolivia,41,Henan Province,"55,676,052",
202505,408,Bolivia,42,Hubei Province,"8,096,665",
202505,408,Bolivia,43,Hunan Province,"23,291,650",
202505,408,Bolivia,44,Guangdong Province,"12,083,093",
202505,408,Bolivia,45,Guangxi Zhuang Autonomous Region,"7,388,367",
202505,408,Bolivia,46,Hainan Province,"647,719",
202505,408,Bolivia,50,Chongqing,"165,015",
202505,408,Bolivia,51,Sichuan Province,145,
202505,408,Bolivia,52,Guizhou Province,"147,451",
202505,408,Bolivia,53,Yunnan Province,"6,948,981",
202505,408,Bolivia,61,Shaanxi Province,481,
202505,410,Brazil,11,Beijing,"2,122,423,740",
202505,410,Brazil,12,Tianjin,"456,979,841",
202505,410,Brazil,13,Hebei Province,"568,929,503",
202505,410,Brazil,14,Shanxi Province,"13,823,822",
202505,410,Brazil,15,Inner Mongolia Autonomous Region,"230,499",
202505,410,Brazil,21,Liaoning Province,"359,794,721",
202505,410,Brazil,22,Jilin Province,"1,469,828",
202505,410,Brazil,23,Heilongjiang Province,"212,032,452",
202505,410,Brazil,31,Shanghai Province,"1,029,698,320",
202505,410,Brazil,32,Jiangsu Province,"1,621,533,616",
202505,410,Brazil,33,Zhejiang Province,"575,257,220",
202505,410,Brazil,34,Anhui Province,"77,984,833",
202505,410,Brazil,35,Fujian Province,"481,265,199",
202505,410,Brazil,36,Jiangxi Province,"61,878,279",
202505,410,Brazil,37,Shandong Province,"1,604,046,938",
202505,410,Brazil,41,Henan Province,"109,521,658",
202505,410,Brazil,42,Hubei Province,"136,418,646",
202505,410,Brazil,43,Hunan Province,"327,868,305",
202505,410,Brazil,44,Guangdong Province,"655,403,913",
202505,410,Brazil,45,Guangxi Zhuang Autonomous Region,"415,322,060",
202505,410,Brazil,46,Hainan Province,"52,048,474",
202505,410,Brazil,50,Chongqing,"84,874,414",
202505,410,Brazil,51,Sichuan Province,"49,474,815",
202505,410,Brazil,52,Guizhou Province,"25,079,411",
202505,410,Brazil,53,Yunnan Province,"153,790,854",
202505,410,Brazil,61,Shaanxi Province,"90,975,835",
202505,410,Brazil,62,Gansu Province,"334,208",
202505,410,Brazil,63,Qinghai Province,"138,445",
202505,410,Brazil,64,Ningxia Hui Autonomous Region,"4,748,827",
202505,411,Cayman Islands,37,Shandong Province,6,
202505,411,Cayman Islands,44,Guangdong Province,10,
202505,412,Chile,11,Beijing,"18,647,681",
202505,412,Chile,12,Tianjin,"44,678,038",
202505,412,Chile,13,Hebei Province,"38,576,093",
202505,412,Chile,14,Shanxi Province,"37,330,181",
202505,412,Chile,15,Inner Mongolia Autonomous Region,"56,248,114",
202505,412,Chile,21,Liaoning Province,"17,735,708",
202505,412,Chile,22,Jilin Province,"31,706,086",
202505,412,Chile,23,Heilongjiang Province,"3,120,009",
202505,412,Chile,31,Shanghai Province,"330,563,311",
202505,412,Chile,32,Jiangsu Province,"63,954,643",
202505,412,Chile,33,Zhejiang Province,"293,864,042",
202505,412,Chile,34,Anhui Province,"502,878,955",
202505,412,Chile,35,Fujian Province,"205,080,331",
202505,412,Chile,36,Jiangxi Province,"161,619,558",
202505,412,Chile,37,Shandong Province,"293,413,974",
202505,412,Chile,41,Henan Province,"56,752,701",
202505,412,Chile,42,Hubei Province,"270,439,876",
202505,412,Chile,43,Hunan Province,"31,517,063",
202505,412,Chile,44,Guangdong Province,"80,384,515",
202505,412,Chile,45,Guangxi Zhuang Autonomous Region,"351,752,273",
202505,412,Chile,50,Chongqing,"3,674,965",
202505,412,Chile,51,Sichuan Province,"23,786,049",
202505,412,Chile,52,Guizhou Province,"386,422",
202505,412,Chile,53,Yunnan Province,956,
202505,412,Chile,61,Shaanxi Province,"1,934,978",
202505,412,Chile,62,Gansu Province,"17,411,001",
202505,412,Chile,63,Qinghai Province,"87,044",
202505,412,Chile,64,Ningxia Hui Autonomous Region,"92,463",
202505,412,Chile,65,Xinjiang Uygur Autonomous Region,"1,912,895",
202505,413,Colombia,11,Beijing,"252,586,363",
202505,413,Colombia,12,Tianjin,"474,999",
202505,413,Colombia,13,Hebei Province,133,
202505,413,Colombia,14,Shanxi Province,"6,698,194",
202505,413,Colombia,21,Liaoning Province,"30,695",
202505,413,Colombia,23,Heilongjiang Province,"20,282,603",
202505,413,Colombia,31,Shanghai Province,"7,445,037",
202505,413,Colombia,32,Jiangsu Province,"5,088,687",
202505,413,Colombia,33,Zhejiang Province,"155,001,033",
202505,413,Colombia,34,Anhui Province,"4,687,543",
202505,413,Colombia,35,Fujian Province,"19,163,828",
202505,413,Colombia,36,Jiangxi Province,"8,914,057",
202505,413,Colombia,37,Shandong Province,"765,793",
202505,413,Colombia,42,Hubei Province,443,
202505,413,Colombia,43,Hunan Province,279,
202505,413,Colombia,44,Guangdong Province,"34,634,259",
202505,413,Colombia,45,Guangxi Zhuang Autonomous Region,769,
202505,413,Colombia,46,Hainan Province,"4,335",
202505,413,Colombia,50,Chongqing,70,
202505,413,Colombia,51,Sichuan Province,"87,655",
202505,413,Colombia,53,Yunnan Province,"532,195",
202505,413,Colombia,61,Shaanxi Province,"214,404",
202505,414,Dominica,11,Beijing,18,
202505,414,Dominica,31,Shanghai Province,73,
202505,414,Dominica,33,Zhejiang Province,172,
202505,414,Dominica,44,Guangdong Province,"3,022",
202505,414,Dominica,51,Sichuan Province,1,
202505,415,Costa Rica,11,Beijing,"4,097,924",
202505,415,Costa Rica,12,Tianjin,"6,283,203",
202505,415,Costa Rica,13,Hebei Province,"283,510",
202505,415,Costa Rica,14,Shanxi Province,"76,068",
202505,415,Costa Rica,21,Liaoning Province,"9,594",
202505,415,Costa Rica,23,Heilongjiang Province,36,
202505,415,Costa Rica,31,Shanghai Province,"51,874,665",
202505,415,Costa Rica,32,Jiangsu Province,"1,897,779",
202505,415,Costa Rica,33,Zhejiang Province,"462,899",
202505,415,Costa Rica,34,Anhui Province,"696,598",
202505,415,Costa Rica,35,Fujian Province,"292,874",
202505,415,Costa Rica,37,Shandong Province,"2,701,039",
202505,415,Costa Rica,41,Henan Province,"2,408,299",
202505,415,Costa Rica,42,Hubei Province,"662,119",
202505,415,Costa Rica,43,Hunan Province,"426,439",
202505,415,Costa Rica,44,Guangdong Province,"13,293,590",
202505,415,Costa Rica,45,Guangxi Zhuang Autonomous Region,"837,103",
202505,415,Costa Rica,46,Hainan Province,"2,392",
202505,415,Costa Rica,50,Chongqing,"168,894",
202505,415,Costa Rica,51,Sichuan Province,"69,918",
202505,415,Costa Rica,53,Yunnan Province,732,
202505,415,Costa Rica,61,Shaanxi Province,"109,806",
202505,416,Cuba,11,Beijing,"5,709,435",
202505,416,Cuba,12,Tianjin,"195,980",
202505,416,Cuba,31,Shanghai Province,"399,002",
202505,416,Cuba,32,Jiangsu Province,"5,044,271",
202505,416,Cuba,33,Zhejiang Province,"648,376",
202505,416,Cuba,36,Jiangxi Province,"7,507,574",
202505,416,Cuba,41,Henan Province,"1,688,677",
202505,416,Cuba,44,Guangdong Province,"1,177,744",
202505,416,Cuba,46,Hainan Province,"306,881",
202505,416,Cuba,65,Xinjiang Uygur Autonomous Region,"173,280",
202505,417,Curacao,12,Tianjin,"40,892",
202505,417,Curacao,44,Guangdong Province,313,
202505,418,Dominican Republic,11,Beijing,"14,468,075",
202505,418,Dominican Republic,12,Tianjin,"231,099",
202505,418,Dominican Republic,13,Hebei Province,35,
202505,418,Dominican Republic,21,Liaoning Province,"7,836",
202505,418,Dominican Republic,31,Shanghai Province,"13,621,550",
202505,418,Dominican Republic,32,Jiangsu Province,"213,621",
202505,418,Dominican Republic,33,Zhejiang Province,"2,905,078",
202505,418,Dominican Republic,34,Anhui Province,406,
202505,418,Dominican Republic,35,Fujian Province,"570,750",
202505,418,Dominican Republic,36,Jiangxi Province,"508,036",
202505,418,Dominican Republic,37,Shandong Province,"14,551,759",
202505,418,Dominican Republic,42,Hubei Province,706,
202505,418,Dominican Republic,44,Guangdong Province,"5,616,485",
202505,418,Dominican Republic,46,Hainan Province,"104,303",
202505,418,Dominican Republic,50,Chongqing,227,
202505,418,Dominican Republic,51,Sichuan Province,550,
202505,418,Dominican Republic,61,Shaanxi Province,"1,922",
202505,419,Ecuador,11,Beijing,"132,653,944",
202505,419,Ecuador,12,Tianjin,"39,018,563",
202505,419,Ecuador,13,Hebei Province,"19,365,583",
202505,419,Ecuador,21,Liaoning Province,"13,684,571",
202505,419,Ecuador,31,Shanghai Province,"23,226,068",
202505,419,Ecuador,32,Jiangsu Province,"11,012,097",
202505,419,Ecuador,33,Zhejiang Province,"172,308,849",
202505,419,Ecuador,34,Anhui Province,"151,954,589",
202505,419,Ecuador,35,Fujian Province,"9,778,494",
202505,419,Ecuador,36,Jiangxi Province,"1,399,003",
202505,419,Ecuador,37,Shandong Province,"43,434,949",
202505,419,Ecuador,41,Henan Province,"2,871,791",
202505,419,Ecuador,42,Hubei Province,"2,185,806",
202505,419,Ecuador,43,Hunan Province,"13,840,642",
202505,419,Ecuador,44,Guangdong Province,"66,844,002",
202505,419,Ecuador,45,Guangxi Zhuang Autonomous Region,"17,930,378",
202505,419,Ecuador,46,Hainan Province,"408,961",
202505,419,Ecuador,50,Chongqing,"3,740,648",
202505,419,Ecuador,51,Sichuan Province,"8,149,159",
202505,419,Ecuador,53,Yunnan Province,"187,186",
202505,419,Ecuador,64,Ningxia Hui Autonomous Region,"4,514",
202505,419,Ecuador,65,Xinjiang Uygur Autonomous Region,"2,877,150",
202505,420,French Guiana,11,Beijing,1,
202505,420,French Guiana,44,Guangdong Province,47,
202505,421,Grenada,44,Guangdong Province,18,
202505,422,Guadeloupe,31,Shanghai Province,237,
202505,422,Guadeloupe,33,Zhejiang Province,110,
202505,423,Guatemala,11,Beijing,"76,521",
202505,423,Guatemala,21,Liaoning Province,446,
202505,423,Guatemala,31,Shanghai Province,"301,960",
202505,423,Guatemala,32,Jiangsu Province,"2,132,380",
202505,423,Guatemala,33,Zhejiang Province,"828,433",
202505,423,Guatemala,34,Anhui Province,"377,256",
202505,423,Guatemala,35,Fujian Province,566,
202505,423,Guatemala,37,Shandong Province,"6,978,315",
202505,423,Guatemala,41,Henan Province,186,
202505,423,Guatemala,42,Hubei Province,"7,736",
202505,423,Guatemala,43,Hunan Province,"75,952",
202505,423,Guatemala,44,Guangdong Province,"1,580,330",
202505,423,Guatemala,51,Sichuan Province,"1,004",
202505,424,Guyana,11,Beijing,2,
202505,424,Guyana,13,Hebei Province,8,
202505,424,Guyana,21,Liaoning Province,37,
202505,424,Guyana,31,Shanghai Province,"58,562",
202505,424,Guyana,32,Jiangsu Province,"54,017",
202505,424,Guyana,33,Zhejiang Province,4,
202505,424,Guyana,35,Fujian Province,"32,272,923",
202505,424,Guyana,37,Shandong Province,64,
202505,424,Guyana,44,Guangdong Province,"373,021",
202505,424,Guyana,50,Chongqing,"29,229,669",
202505,425,Haiti,11,Beijing,"2,221",
202505,425,Haiti,12,Tianjin,32,
202505,425,Haiti,31,Shanghai Province,"12,219",
202505,425,Haiti,32,Jiangsu Province,"46,138",
202505,425,Haiti,33,Zhejiang Province,"150,472",
202505,425,Haiti,36,Jiangxi Province,"836,562",
202505,425,Haiti,37,Shandong Province,162,
202505,425,Haiti,41,Henan Province,28,
202505,425,Haiti,43,Hunan Province,28,
202505,425,Haiti,44,Guangdong Province,"9,333",
202505,426,Honduras,11,Beijing,"32,163",
202505,426,Honduras,13,Hebei Province,"3,054,446",
202505,426,Honduras,21,Liaoning Province,"4,500",
202505,426,Honduras,31,Shanghai Province,"1,203,390",
202505,426,Honduras,32,Jiangsu Province,"276,152",
202505,426,Honduras,33,Zhejiang Province,"350,464",
202505,426,Honduras,34,Anhui Province,"417,596",
202505,426,Honduras,35,Fujian Province,"13,295,811",
202505,426,Honduras,36,Jiangxi Province,"163,295",
202505,426,Honduras,37,Shandong Province,240,
202505,426,Honduras,41,Henan Province,"20,153",
202505,426,Honduras,42,Hubei Province,"38,391",
202505,426,Honduras,43,Hunan Province,79,
202505,426,Honduras,44,Guangdong Province,"143,768",
202505,426,Honduras,46,Hainan Province,"6,344",
202505,426,Honduras,50,Chongqing,429,
202505,426,Honduras,51,Sichuan Province,362,
202505,427,Jamaica,11,Beijing,"89,854",
202505,427,Jamaica,21,Liaoning Province,80,
202505,427,Jamaica,31,Shanghai Province,"281,383",
202505,427,Jamaica,32,Jiangsu Province,"1,155",
202505,427,Jamaica,33,Zhejiang Province,"1,165",
202505,427,Jamaica,34,Anhui Province,995,
202505,427,Jamaica,35,Fujian Province,38,
202505,427,Jamaica,37,Shandong Province,"6,248,677",
202505,427,Jamaica,42,Hubei Province,78,
202505,427,Jamaica,44,Guangdong Province,"52,727",
202505,428,Martinique,11,Beijing,8,
202505,428,Martinique,44,Guangdong Province,"2,210",
202505,429,Mexico,11,Beijing,"202,582,543",
202505,429,Mexico,12,Tianjin,"10,127,717",
202505,429,Mexico,13,Hebei Province,"57,824,340",
202505,429,Mexico,14,Shanxi Province,"5,645,034",
202505,429,Mexico,15,Inner Mongolia Autonomous Region,"4,648,791",
202505,429,Mexico,21,Liaoning Province,"18,133,556",
202505,429,Mexico,22,Jilin Province,"92,327,684",
202505,429,Mexico,23,Heilongjiang Province,"1,352,461",
202505,429,Mexico,31,Shanghai Province,"766,742,198",
202505,429,Mexico,32,Jiangsu Province,"106,430,047",
202505,429,Mexico,33,Zhejiang Province,"95,033,937",
202505,429,Mexico,34,Anhui Province,"9,343,391",
202505,429,Mexico,35,Fujian Province,"39,416,454",
202505,429,Mexico,36,Jiangxi Province,"83,646,236",
202505,429,Mexico,37,Shandong Province,"154,046,538",
202505,429,Mexico,41,Henan Province,"202,151,622",
202505,429,Mexico,42,Hubei Province,"24,685,506",
202505,429,Mexico,43,Hunan Province,"6,951,814",
202505,429,Mexico,44,Guangdong Province,"263,308,628",
202505,429,Mexico,45,Guangxi Zhuang Autonomous Region,"8,987,923",
202505,429,Mexico,46,Hainan Province,"708,539",
202505,429,Mexico,50,Chongqing,"2,188,874",
202505,429,Mexico,51,Sichuan Province,"7,902,063",
202505,429,Mexico,52,Guizhou Province,"19,157",
202505,429,Mexico,53,Yunnan Province,"1,694,224",
202505,429,Mexico,54,Tibet Autonomous Region,"6,297",
202505,429,Mexico,61,Shaanxi Province,"6,487,967",
202505,429,Mexico,62,Gansu Province,"9,145,194",
202505,429,Mexico,64,Ningxia Hui Autonomous Region,"77,490",
202505,429,Mexico,65,Xinjiang Uygur Autonomous Region,"55,717",
202505,431,Nicaragua,11,Beijing,"1,696,480",
202505,431,Nicaragua,12,Tianjin,"2,463",
202505,431,Nicaragua,13,Hebei Province,"24,079",
202505,431,Nicaragua,15,Inner Mongolia Autonomous Region,"310,241",
202505,431,Nicaragua,21,Liaoning Province,"10,422",
202505,431,Nicaragua,31,Shanghai Province,"25,883",
202505,431,Nicaragua,32,Jiangsu Province,"376,655",
202505,431,Nicaragua,33,Zhejiang Province,"145,213",
202505,431,Nicaragua,35,Fujian Province,"317,679",
202505,431,Nicaragua,36,Jiangxi Province,"2,785,728",
202505,431,Nicaragua,37,Shandong Province,"6,215",
202505,431,Nicaragua,41,Henan Province,"2,429",
202505,431,Nicaragua,43,Hunan Province,"1,957",
202505,431,Nicaragua,44,Guangdong Province,"13,504,474",
202505,431,Nicaragua,45,Guangxi Zhuang Autonomous Region,"3,701,424",
202505,431,Nicaragua,46,Hainan Province,"31,881",
202505,431,Nicaragua,51,Sichuan Province,"1,731",
202505,432,Panama,11,Beijing,"621,028",
202505,432,Panama,21,Liaoning Province,"9,096",
202505,432,Panama,31,Shanghai Province,"473,703",
202505,432,Panama,32,Jiangsu Province,"356,918",
202505,432,Panama,33,Zhejiang Province,"762,120",
202505,432,Panama,34,Anhui Province,"189,285",
202505,432,Panama,35,Fujian Province,"627,183",
202505,432,Panama,36,Jiangxi Province,"293,632",
202505,432,Panama,37,Shandong Province,"116,577",
202505,432,Panama,41,Henan Province,168,
202505,432,Panama,42,Hubei Province,"47,681",
202505,432,Panama,43,Hunan Province,856,
202505,432,Panama,44,Guangdong Province,"625,020",
202505,432,Panama,45,Guangxi Zhuang Autonomous Region,"338,029",
202505,432,Panama,51,Sichuan Province,"225,027",
202505,432,Panama,53,Yunnan Province,51,
202505,433,Paraguay,11,Beijing,"49,895",
202505,433,Paraguay,31,Shanghai Province,"3,741",
202505,433,Paraguay,32,Jiangsu Province,"203,028",
202505,433,Paraguay,33,Zhejiang Province,"1,947,951",
202505,433,Paraguay,35,Fujian Province,"17,382",
202505,433,Paraguay,37,Shandong Province,"73,468",
202505,433,Paraguay,43,Hunan Province,19,
202505,433,Paraguay,44,Guangdong Province,"662,990",
202505,433,Paraguay,50,Chongqing,"1,655",
202505,433,Paraguay,51,Sichuan Province,"100,188",
202505,433,Paraguay,53,Yunnan Province,30,
202505,434,Peru,11,Beijing,"187,635,186",
202505,434,Peru,12,Tianjin,"9,819,508",
202505,434,Peru,13,Hebei Province,"1,548,414",
202505,434,Peru,14,Shanxi Province,"3,136,834",
202505,434,Peru,15,Inner Mongolia Autonomous Region,"81,788,738",
202505,434,Peru,21,Liaoning Province,"28,677,931",
202505,434,Peru,22,Jilin Province,"24,681,412",
202505,434,Peru,31,Shanghai Province,"107,563,375",
202505,434,Peru,32,Jiangsu Province,"63,028,525",
202505,434,Peru,33,Zhejiang Province,"147,969,730",
202505,434,Peru,34,Anhui Province,"280,237,860",
202505,434,Peru,35,Fujian Province,"542,089,076",
202505,434,Peru,36,Jiangxi Province,"89,030,276",
202505,434,Peru,37,Shandong Province,"312,147,723",
202505,434,Peru,41,Henan Province,"101,206,174",
202505,434,Peru,42,Hubei Province,"167,563,300",
202505,434,Peru,43,Hunan Province,"25,404,203",
202505,434,Peru,44,Guangdong Province,"56,051,984",
202505,434,Peru,45,Guangxi Zhuang Autonomous Region,"316,800,179",
202505,434,Peru,46,Hainan Province,"13,646,469",
202505,434,Peru,50,Chongqing,"840,880",
202505,434,Peru,51,Sichuan Province,"22,724,616",
202505,434,Peru,52,Guizhou Province,"3,177,769",
202505,434,Peru,53,Yunnan Province,"50,395,045",
202505,434,Peru,62,Gansu Province,"57,940,791",
202505,435,Puerto Rico,11,Beijing,"51,786",
202505,435,Puerto Rico,12,Tianjin,"17,234",
202505,435,Puerto Rico,13,Hebei Province,20,
202505,435,Puerto Rico,21,Liaoning Province,"5,591,224",
202505,435,Puerto Rico,31,Shanghai Province,"37,594,395",
202505,435,Puerto Rico,32,Jiangsu Province,"21,583,315",
202505,435,Puerto Rico,33,Zhejiang Province,"9,674,913",
202505,435,Puerto Rico,35,Fujian Province,329,
202505,435,Puerto Rico,36,Jiangxi Province,"136,575",
202505,435,Puerto Rico,37,Shandong Province,"31,280",
202505,435,Puerto Rico,42,Hubei Province,9,
202505,435,Puerto Rico,44,Guangdong Province,"12,292,985",
202505,435,Puerto Rico,46,Hainan Province,"1,051",
202505,435,Puerto Rico,51,Sichuan Province,45,
202505,435,Puerto Rico,61,Shaanxi Province,"12,993,131",
202505,437,Saint Lucia,11,Beijing,110,
202505,437,Saint Lucia,31,Shanghai Province,15,
202505,437,Saint Lucia,44,Guangdong Province,108,
202505,438,Saint Martin (French Part),44,Guangdong Province,83,
202505,439,Saint Vincent and the Grenadines,31,Shanghai Province,39,
202505,439,Saint Vincent and the Grenadines,32,Jiangsu Province,"175,900",
202505,439,Saint Vincent and the Grenadines,44,Guangdong Province,24,
202505,440,El Salvador,11,Beijing,"52,972",
202505,440,El Salvador,12,Tianjin,"44,408",
202505,440,El Salvador,13,Hebei Province,542,
